Species,Locus,Stop
klebsiella_pneumoniae_GSU10-3,NZ_AP018673.1,134750
klebsiella_pneumoniae_GSU10-3,NZ_AP018674.1,66067
klebsiella_pneumoniae_GSU10-3,NZ_AP018675.1,9070
bacillus_sp._LM-4-2,NZ_CP011101.1,4068640
citrobacter_sp._RHBSTW-00599,NZ_CP056717.1,5109249
citrobacter_sp._RHBSTW-00599,NZ_CP056718.1,128265
acinetobacter_baumannii_15A5,NZ_CP020574.1,3966256
acinetobacter_baumannii_15A5,NZ_CP020573.1,73495
acinetobacter_baumannii_15A5,NZ_CP020575.1,8264
campylobacter_jejuni_NCTC-11168-rNRC,NZ_CP006689.1,1641387
staphylococcus_aureus_NCTC-8325,NZ_LS483365.1,2829272
pseudomonas_aeruginosa_W36662,NZ_CP008870.2,6791688
salmonella_enterica_CFSA629,NZ_CP033352.2,4998779
salmonella_enterica_CFSA629,NZ_CP033351.2,210241
weissella_cibaria_CBA3636,NZ_CP059699.1,2363995
weissella_cibaria_CBA3636,NZ_CP059700.1,30896
weissella_cibaria_CBA3636,NZ_CP059701.1,26410
pseudomonas_stutzeri_DSM-4166,NC_017532.1,4689903
escherichia_coli_6666666.257727.embl,NZ_LT883142.1,4903991
escherichia_coli_6666666.257727.embl,NZ_LT883139.1,118720
escherichia_coli_6666666.257727.embl,NZ_LT883140.1,30364
escherichia_coli_6666666.257727.embl,NZ_LT883141.1,123705
staphylococcus_aureus_9-LA-281,NZ_LT992460.1,2906331
bacillus_velezensis_CBMB205,NZ_CP014838.1,3929045
vibrio_sp._dhg,NZ_CP028943.1,3349278
vibrio_sp._dhg,NZ_CP028944.1,1995332
vibrio_sp._dhg,NZ_CP028945.1,143007
lactobacillus_acidophilus_La-14,NC_021181.2,1991133
staphylococcus_aureus_UP-1522,NZ_CP047811.1,2758141
staphylococcus_aureus_UP-1522,NZ_CP047812.1,20485
salmonella_enterica_NC983,NZ_CP015157.1,4846280
salmonella_enterica_NC983,NZ_CP015158.1,93808
klebsiella_pneumoniae_19110124,NZ_CP064174.1,5310944
klebsiella_pneumoniae_19110124,NZ_CP064175.1,167921
klebsiella_pneumoniae_19110124,NZ_CP064179.1,73252
klebsiella_pneumoniae_19110124,NZ_CP064177.1,46145
klebsiella_pneumoniae_19110124,NZ_CP064176.1,21288
klebsiella_pneumoniae_19110124,NZ_CP064178.1,4840
bacillus_thuringiensis_c25,NZ_CP022345.1,5334658
bacillus_thuringiensis_c25,NZ_CP022346.1,326529
citrobacter_freundii_FDAARGOS-549,NZ_CP033744.1,4973909
citrobacter_freundii_FDAARGOS-549,NZ_CP033743.1,124052
staphylococcus_aureus_TUM9463,NZ_AP019306.1,3066231
bacillus_paralicheniformis_BL-09,NZ_CP010524.1,4387483
intestinimonas_butyriciproducens_SRB-521-5-I,NZ_CP011524.1,3224167
staphylococcus_aureus_GD1677,NZ_CP019595.2,2789990
klebsiella_pneumoniae_KP2723,NZ_CP072938.1,5465843
klebsiella_pneumoniae_KP2723,NZ_CP072940.1,174993
klebsiella_pneumoniae_KP2723,NZ_CP072939.1,383793
acinetobacter_pittii_JXA13,NZ_CP054137.1,3972318
acinetobacter_pittii_JXA13,NZ_CP054138.1,206913
salmonella_enterica_ATCC-10708,NZ_CP012344.2,4751435
salmonella_enterica_ATCC-10708,NZ_CP012345.2,48981
klebsiella_pneumoniae_WRC08-CMC432MC,NZ_CP079155.1,5251663
klebsiella_pneumoniae_WRC08-CMC432MC,NZ_CP079156.1,284908
klebsiella_pneumoniae_WRC08-CMC432MC,NZ_CP079157.1,211062
klebsiella_pneumoniae_WRC08-CMC432MC,NZ_CP079158.1,143653
klebsiella_pneumoniae_WRC08-CMC432MC,NZ_CP079159.1,55410
klebsiella_pneumoniae_WRC08-CMC432MC,NZ_CP079160.1,5766
klebsiella_pneumoniae_WRC08-CMC432MC,NZ_CP079161.1,441
klebsiella_pneumoniae_WRC08-CMC432MC,NZ_CP079162.1,1163
klebsiella_pneumoniae_WRC08-CMC432MC,NZ_CP079163.1,978
bifidobacterium_longum_KCTC-15605,NZ_CP079202.1,2338830
escherichia_coli_STEC388,NZ_CP041425.1,4928516
escherichia_coli_STEC388,NZ_CP041426.1,113596
escherichia_coli_STEC388,NZ_CP041427.1,67430
escherichia_coli_STEC388,NZ_CP041428.1,67513
escherichia_coli_164,NZ_CP048367.1,4891946
escherichia_coli_164,NZ_CP048368.1,132180
escherichia_coli_164,NZ_CP048369.1,3491
escherichia_coli_164,NZ_CP048370.1,1231
salmonella_sp._SJTUF14170,NZ_CP064663.1,4834884
salmonella_sp._SJTUF14170,NZ_CP064664.1,7367
salmonella_sp._SJTUF14170,NZ_CP064665.1,6749
acinetobacter_baumannii_TG31986,NZ_CP039341.1,4048977
acinetobacter_baumannii_TG31986,NZ_CP039342.1,55039
akkermansia_muciniphila_EB-AMDK-20,NZ_CP025835.1,2723657
pediococcus_pentosaceus_SL001,NZ_CP039378.1,1841890
pediococcus_pentosaceus_SL001,NZ_CP039379.1,76506
salmonella_enterica_41578,NC_021810.1,4793411
salmonella_enterica_41578,NC_021811.1,117922
salmonella_enterica_41578,NC_021841.1,34381
salmonella_enterica_41578,NC_021869.1,4583
campylobacter_jejuni_OBT12386,NZ_CP059158.1,1627527
klebsiella_quasipneumoniae_BS419-1,NZ_CP063896.1,5327209
klebsiella_quasipneumoniae_BS419-1,NZ_CP063897.1,162510
streptococcus_suis_YZDH1,NZ_CP065430.1,2495745
klebsiella_variicola_BS375-3,NZ_CP063932.1,5516718
klebsiella_pneumoniae_B12097,NZ_CP070445.1,5348088
klebsiella_pneumoniae_B12097,NZ_CP070446.1,127405
klebsiella_pneumoniae_B12097,NZ_CP070447.1,9766
klebsiella_pneumoniae_B12097,NZ_CP070448.1,5766
mycobacterium_tuberculosis_LN3695,NZ_CP023618.1,4410846
bacteroides_ovatus_CL06T03C20,NZ_CP072244.1,6651228
bacteroides_ovatus_CL06T03C20,NZ_CP072245.1,101877
salmonella_enterica_CT-02021853,NC_011205.1,4842884
salmonella_enterica_CT-02021853,NC_011204.1,74330
escherichia_coli_317,NZ_CP023357.1,5035905
escherichia_coli_317,NZ_CP023358.1,99340
pseudomonas_aeruginosa_MINF-7A-sc-2280434,NZ_LR890619.1,6269930
aeromonas_veronii_FDAARGOS-632,NZ_CP044060.1,4558343
aeromonas_veronii_FDAARGOS-632,NZ_CP044061.1,2398
escherichia_coli_AMA1167,NZ_CP024801.1,4767230
escherichia_coli_AMA1167,NZ_CP024802.1,888
escherichia_coli_AMA1167,NZ_CP024803.1,1869
escherichia_coli_AMA1167,NZ_CP024804.1,1082
escherichia_coli_AMA1167,NZ_CP024805.1,110515
escherichia_coli_AMA1167,NZ_CP024806.1,51446
klebsiella_pneumoniae_INF078,NZ_CP032831.1,5294820
klebsiella_pneumoniae_INF078,NZ_CP032832.1,399162
lactococcus_garvieae_LG791,NZ_CP071290.1,1905767
lactococcus_garvieae_LG791,NZ_CP071291.1,76109
lactococcus_garvieae_LG791,NZ_CP071292.1,30709
bifidobacterium_longum_CCUG30698,NZ_CP011965.1,2457686
stenotrophomonas_maltophilia_SM-866,NZ_CP031058.1,5085449
escherichia_coli_EH08-18-36,NZ_CP063511.1,4700906
escherichia_coli_EH08-18-36,NZ_CP063512.1,272762
escherichia_coli_EH08-18-36,NZ_CP063513.1,1923
escherichia_coli_EH08-18-36,NZ_CP063514.1,3325
helicobacter_pylori_Shi169,NC_017740.1,1616664
pseudomonas_aeruginosa_SE5458,NZ_CP046406.2,7157227
pseudomonas_aeruginosa_NRD619,NZ_CP060703.1,6438021
mycobacterium_tuberculosis_1-0064P6C4,NZ_CP041858.1,4417077
escherichia_coli_K-12-substr.-GM4792,NZ_CP011343.2,4621632
klebsiella_pneumoniae_Kpn223,NZ_CP015025.1,5365107
klebsiella_pneumoniae_Kpn223,NZ_CP015026.1,170197
escherichia_coli_CP55-Sichuan,NZ_CP053731.1,4991912
escherichia_coli_CP55-Sichuan,NZ_CP053733.1,141144
escherichia_coli_CP55-Sichuan,NZ_CP053732.1,155280
escherichia_coli_CP55-Sichuan,NZ_CP053734.1,70466
escherichia_coli_CP55-Sichuan,NZ_CP053735.1,32846
citrobacter_freundii_18-1,NZ_CP022273.1,5215158
citrobacter_freundii_18-1,NZ_CP022274.1,159509
citrobacter_freundii_18-1,NZ_CP022275.1,144048
citrobacter_freundii_18-1,NZ_CP022276.1,47155
citrobacter_freundii_18-1,NZ_CP022277.1,42668
clostridium_botulinum_B-str.-Eklund-17B(NRP),NC_018648.1,3781060
clostridium_botulinum_B-str.-Eklund-17B(NRP),NC_018653.1,47625
acinetobacter_johnsonii_E10B,NZ_CP059080.1,3521315
escherichia_coli_BH100N-substr.-MG2017,NZ_CP025703.1,5115971
helicobacter_pylori_21-A-EK1,NZ_CP032909.1,1581981
klebsiella_pneumoniae_JX-CR-hvKP-3,NZ_CP064241.1,5377416
klebsiella_pneumoniae_JX-CR-hvKP-3,NZ_CP064242.1,220966
klebsiella_pneumoniae_JX-CR-hvKP-3,NZ_CP064243.1,154828
klebsiella_pneumoniae_JX-CR-hvKP-3,NZ_CP064244.1,87092
klebsiella_pneumoniae_JX-CR-hvKP-3,NZ_CP064245.1,11326
pseudomonas_sp._B14-6,NZ_CP053929.1,6765656
salmonella_enterica_OLF-SE8-1021710,NZ_CP009090.1,4667023
escherichia_coli_SCU-115,NZ_CP054368.1,4902308
escherichia_coli_SCU-115,NZ_CP054369.1,147354
escherichia_coli_SCU-115,NZ_CP054370.1,33643
streptococcus_sp._F0610-(5-114),NZ_CP014264.1,2176640
lactobacillus_sp._D1501,NZ_CP028326.1,3232325
lactobacillus_sp._D1501,NZ_CP028327.1,8311
lactobacillus_sp._D1501,NZ_CP028328.1,8842
lactobacillus_sp._D1501,NZ_CP028329.1,48208
clostridioides_difficile_Cd29,NZ_CP037797.1,4185487
listeria_monocytogenes_clinical-isolate-of-L.-monocytogenes,NZ_CP064843.1,2951732
listeria_monocytogenes_clinical-isolate-of-L.-monocytogenes,NZ_CP064844.1,86037
escherichia_coli_AM187,NZ_CP037857.2,4624833
enterococcus_faecium_UAMSEF-01,NZ_CP035648.1,2824347
enterococcus_faecium_UAMSEF-01,NZ_CP035649.1,255863
enterococcus_faecium_UAMSEF-01,NZ_CP035644.1,36966
enterococcus_faecium_UAMSEF-01,NZ_CP035645.1,6088
enterococcus_faecium_UAMSEF-01,NZ_CP035646.1,3669
enterococcus_faecium_UAMSEF-01,NZ_CP035647.1,2713
salmonella_enterica_Levine-1,NZ_CP015923.1,4841256
campylobacter_jejuni_BC,NZ_CP032522.1,1608415
staphylococcus_aureus_JS395,NZ_CP012756.1,2815323
staphylococcus_aureus_JS395,NZ_CP012757.1,42373
escherichia_coli_APEC-IMT5155,NZ_CP005930.1,4928757
escherichia_coli_APEC-IMT5155,NZ_CP005931.1,194119
escherichia_coli_APEC-IMT5155,NZ_CP005932.1,2353
bacillus_subtilis_N2-2,NZ_CP032863.1,4118903
bacillus_subtilis_N2-2,NZ_CP032864.1,64361
escherichia_coli_M16807,NZ_CP031256.1,5133123
escherichia_coli_11202,NZ_CP071521.1,4690582
pseudomonas_aeruginosa_PB368,NZ_CP025050.1,6638516
pseudomonas_aeruginosa_FAHZU40,NZ_CP078007.1,6559020
pseudomonas_aeruginosa_FAHZU40,NZ_CP078008.1,28685
enterococcus_avium_G-15,NZ_AP019814.1,3623378
salmonella_enterica_ATCC-51960,NZ_CP019177.1,4804788
escherichia_coli_10R,NZ_CP070232.1,4678330
treponema_succinifaciens_DSM-2489,NC_015385.1,2731771
treponema_succinifaciens_DSM-2489,NC_015386.1,165508
escherichia_coli_58-3,NZ_CP050036.1,4688265
escherichia_coli_58-3,NZ_CP050037.1,44639
escherichia_coli_58-3,NZ_CP050038.1,3396
escherichia_coli_58-3,NZ_CP050039.1,1890
mycobacterium_tuberculosis_1-0156P6C4,NZ_CP041845.1,4418801
escherichia_coli_WAT,NZ_CP012380.1,4847457
salmonella_enterica_P125109,NC_011294.1,4685588
halomonas_sp._R57-5,NZ_LN813019.1,5031504
rahnella_aquatilis_KM12,NZ_CP034482.1,4877995
rahnella_aquatilis_KM12,NZ_CP034838.1,556034
pseudomonas_sp._43A,NZ_CP054880.1,6790759
enterococcus_faecium_CBA7134,NZ_CP025685.1,2628871
enterococcus_faecium_CBA7134,NZ_CP025687.1,184638
enterococcus_faecium_CBA7134,NZ_CP025686.1,22588
carnobacterium_maltaromaticum_LMA28,NC_019425.2,3650074
helicobacter_pylori_119C10,NZ_CP036382.1,1563164
salmonella_enterica_SL483,NC_011149.1,4798636
salmonella_enterica_SL483,NC_011148.1,37823
helicobacter_pylori_PeCan4,NC_014555.1,1629312
helicobacter_pylori_PeCan4,NC_014556.1,8479
staphylococcus_aureus_GR2,NZ_CP010402.1,2792588
staphylococcus_aureus_GR2,NZ_CP010403.1,28839
staphylococcus_aureus_GR2,NZ_CP010404.1,2414
campylobacter_jejuni_AR-0419,NZ_CP044162.1,1689853
salmonella_enterica_EC20111175,NZ_CP007252.1,4679808
bacillus_cereus_E33L,NZ_CP009968.1,5304869
bacillus_cereus_E33L,NZ_CP009967.1,465892
bacillus_cereus_E33L,NZ_CP009966.1,52672
bacillus_cereus_E33L,NZ_CP009969.1,9117
bacillus_cereus_E33L,NZ_CP009970.1,7700
bacillus_cereus_E33L,NZ_CP009965.1,4893
salmonella_enterica_EC20121179,NZ_CP007272.2,4685588
listeria_monocytogenes_10-092876-1155-LM6,NZ_CP019619.1,2974006
klebsiella_pneumoniae_BS329-2,NZ_CP063943.1,5243786
klebsiella_pneumoniae_BS329-2,NZ_CP063944.1,104762
pseudomonas_aeruginosa_1811-13R031,NZ_CP046061.1,7343554
halomonas_sp._MCCC-1A13316,NZ_CP053382.1,4490689
escherichia_coli_Z1723,NZ_CP062739.1,5727258
escherichia_coli_Z1723,NZ_CP062740.1,94939
escherichia_coli_Z1723,NZ_CP062741.1,3125
lysinibacillus_sphaericus_OT4b.25,NZ_CP014643.1,4663555
lysinibacillus_sphaericus_OT4b.25,NZ_CP014644.1,175942
bacteroides_fragilis_DCMOUH0085B,NZ_CP037440.1,5503728
bacillus_velezensis_SRCM102743,NZ_CP028207.1,3962427
helicobacter_pylori_B8,NC_014256.1,1673413
helicobacter_pylori_B8,NC_014257.1,5705
citrobacter_sp._FDAARGOS-155,NZ_CP014030.2,4727496
acinetobacter_baumannii_AR-0078,NZ_CP026761.1,3870987
klebsiella_pneumoniae_KPNIH50,NZ_CP026177.1,5616412
klebsiella_pneumoniae_KPNIH50,NZ_CP026172.1,243503
klebsiella_pneumoniae_KPNIH50,NZ_CP026173.1,63959
klebsiella_pneumoniae_KPNIH50,NZ_CP026174.1,91807
klebsiella_pneumoniae_KPNIH50,NZ_CP026176.1,18956
klebsiella_pneumoniae_KPNIH50,NZ_CP026175.1,172022
salmonella_enterica_EC20110221,NZ_CP007247.1,4709033
salmonella_enterica_USDA-ARS-USMARC-1927,NZ_CP007216.2,4695514
salmonella_enterica_SA20021456,NZ_CP030219.1,5431247
salmonella_enterica_SA20021456,NZ_CP030220.1,158180
salmonella_enterica_SA20021456,NZ_CP030221.1,54609
salmonella_enterica_SA20021456,NZ_CP030222.1,53472
staphylococcus_aureus_UP-1484,NZ_CP047815.1,2708913
staphylococcus_aureus_UP-1484,NZ_CP047816.1,2060
mycobacterium_tuberculosis_SIT745-EAI1-MYS,NZ_CP046529.1,4414139
shigella_dysenteriae_53-3937,NZ_CP026780.1,4381968
shigella_dysenteriae_53-3937,NZ_CP026781.1,67064
shigella_flexneri_C32,NZ_CP041620.1,4943747
shigella_flexneri_C32,NZ_CP041619.1,89059
shigella_flexneri_C32,NZ_CP041621.1,86946
klebsiella_pneumoniae_BS361-1,NZ_CP063885.1,5296704
klebsiella_pneumoniae_BS361-1,NZ_CP063886.1,104450
klebsiella_pneumoniae_11KM256,NZ_CP049716.1,5406125
klebsiella_pneumoniae_11KM256,NZ_CP049718.1,55634
klebsiella_pneumoniae_11KM256,NZ_CP049717.1,189986
lactococcus_sp._KACC-19320,NZ_CP041356.1,2695307
bacillus_pumilus_ZB201701,NZ_CP029464.1,3640500
staphylococcus_aureus_K17,NZ_CP020713.1,2729158
klebsiella_pneumoniae_19PDR22,NZ_CP051159.1,5395507
klebsiella_pneumoniae_19PDR22,NZ_CP076548.1,221626
klebsiella_pneumoniae_19PDR22,NZ_CP076549.1,37368
klebsiella_pneumoniae_19PDR22,NZ_CP076550.1,30607
klebsiella_pneumoniae_19PDR22,NZ_CP076551.1,11912
klebsiella_pneumoniae_19PDR22,NZ_CP076552.1,5564
klebsiella_pneumoniae_19PDR22,NZ_CP076553.1,161904
klebsiella_pneumoniae_19PDR22,NZ_CP076554.1,123375
helicobacter_pylori_HPAG1,NC_008086.1,1596290
helicobacter_pylori_HPAG1,NC_008087.1,8692
morganella_morganii_FAM24679,NZ_CP066129.1,4134931
escherichia_coli_Ecol-AZ159,NZ_CP019008.1,4925287
escherichia_coli_Ecol-AZ159,NZ_CP019007.1,127847
escherichia_coli_Ecol-AZ159,NZ_CP019006.1,47530
salmonella_enterica_PNCS014867,NZ_CP039599.1,4917161
salmonella_enterica_PNCS014867,NZ_CP039600.1,37886
salmonella_enterica_PNCS014867,NZ_CP039601.1,3695
salmonella_enterica_PNCS014867,NZ_CP039602.1,2793
lactobacillus_acidophilus_LA1,NZ_CP017062.1,1990749
escherichia_coli_52148,NZ_CP050382.1,4858762
escherichia_coli_52148,NZ_CP050383.1,3332
escherichia_coli_52148,NZ_CP050384.1,121720
staphylococcus_epidermidis_CDC120,NZ_CP034111.1,2473422
staphylococcus_epidermidis_CDC120,NZ_CP034112.1,46452
staphylococcus_epidermidis_CDC120,NZ_CP034113.1,33758
staphylococcus_epidermidis_CDC120,NZ_CP034114.1,10576
escherichia_fergusonii_RHB41-C23,NZ_CP055599.1,4565572
escherichia_fergusonii_RHB41-C23,NZ_CP055603.1,33901
escherichia_fergusonii_RHB41-C23,NZ_CP055600.1,112825
escherichia_fergusonii_RHB41-C23,NZ_CP055601.1,111468
escherichia_fergusonii_RHB41-C23,NZ_CP055602.1,46123
escherichia_fergusonii_RHB41-C23,NZ_CP055604.1,6414
escherichia_fergusonii_RHB41-C23,NZ_CP055605.1,3043
escherichia_fergusonii_RHB41-C23,NZ_CP055606.1,2627
escherichia_fergusonii_RHB41-C23,NZ_CP055607.1,1143
serratia_marcescens_AR-0027,NZ_CP026702.1,5471518
serratia_marcescens_AR-0027,NZ_CP026703.1,21959
salmonella_enterica_CFSAN058598,NZ_CP077696.1,4802477
salmonella_enterica_CFSAN058598,NZ_CP077697.1,94101
salmonella_enterica_CFSAN058598,NZ_CP077698.1,25805
klebsiella_pneumoniae_MRSN752165,NZ_CP074087.1,5370997
klebsiella_pneumoniae_MRSN752165,NZ_CP074089.1,112547
klebsiella_pneumoniae_MRSN752165,NZ_CP074091.1,3631
klebsiella_pneumoniae_MRSN752165,NZ_CP074088.1,334516
klebsiella_pneumoniae_MRSN752165,NZ_CP074090.1,53664
fusobacterium_nucleatum_ATCC-23726,NZ_CP028109.1,2298947
klebsiella_quasipneumoniae_HKUOPL4,NZ_CP014156.1,5087897
escherichia_coli_C,NZ_CP029371.1,4613951
lactiplantibacillus_plantarum_JDM1,NC_012984.1,3197254
salmonella_enterica_ATCC-6017,NZ_CP007534.1,4737276
pseudomonas_aeruginosa_MINF-3A-sc-2280432,NZ_LR898867.1,6931334
pseudomonas_aeruginosa_DVT412,NZ_CP050333.1,6394398
campylobacter_coli_BG2108,NZ_CP017878.1,1695504
campylobacter_coli_BG2108,NZ_CP017879.1,45778
campylobacter_coli_BG2108,NZ_CP017880.1,25011
streptococcus_oralis_S.MIT-ORALIS-351,NZ_CP019562.1,1966752
escherichia_coli_RM14721,NZ_CP027105.1,4619908
escherichia_coli_RM14721,NZ_CP027106.1,105838
serratia_marcescens_ATCC-13880-substr.-Sm-S64-jyu2015,NZ_CP071240.1,5116636
serratia_marcescens_ATCC-13880-substr.-Sm-S64-jyu2015,NZ_CP071241.1,42869
bacillus_subtilis_N1-1,NZ_CP032861.1,4107544
bacillus_subtilis_N1-1,NZ_CP032862.1,64280
staphylococcus_aureus_21-LA-436,NZ_LT992476.1,2897874
klebsiella_sp._FDAARGOS-511,NZ_CP033824.1,6088884
klebsiella_sp._FDAARGOS-511,NZ_CP033823.1,185784
klebsiella_sp._FDAARGOS-511,NZ_CP033825.1,3540
klebsiella_sp._FDAARGOS-511,NZ_CP033826.1,5044
klebsiella_sp._FDAARGOS-511,NZ_CP033827.1,3754
escherichia_albertii_Sample-170,NZ_CP070281.2,4752571
escherichia_albertii_Sample-170,NZ_CP070282.2,120474
escherichia_albertii_Sample-170,NZ_CP070283.2,176200
klebsiella_pneumoniae_INF344-sc-2280162,NZ_LR890640.1,5119347
klebsiella_pneumoniae_INF344-sc-2280162,NZ_LR890641.1,189788
klebsiella_pneumoniae_INF344-sc-2280162,NZ_LR890642.1,133925
vibrio_parahaemolyticus_2014V-1066,NZ_CP046779.1,3323315
vibrio_parahaemolyticus_2014V-1066,NZ_CP046780.1,1834918
klebsiella_variicola_KPN1481,NZ_CP020847.1,5553910
klebsiella_variicola_KPN1481,NZ_CP020848.1,346985
klebsiella_variicola_KPN1481,NZ_CP020851.1,160328
klebsiella_variicola_KPN1481,NZ_CP020852.1,19433
klebsiella_variicola_KPN1481,NZ_CP020850.1,12376
klebsiella_variicola_KPN1481,NZ_CP020849.1,10373
salmonella_enterica_311189-217186,NZ_CP029646.1,4782324
salmonella_enterica_311189-217186,NZ_CP029645.1,216528
salmonella_enterica_311189-217186,NZ_CP029647.1,106496
escherichia_coli_EC11,NZ_CP073360.1,4876528
escherichia_coli_EC11,NZ_CP073361.1,222627
escherichia_coli_EC11,NZ_CP073362.1,133353
escherichia_coli_EC11,NZ_CP073363.1,44751
escherichia_coli_EC11,NZ_CP073364.1,3211
staphylococcus_aureus_EDCC5398,NZ_CP053101.1,2842804
prevotella_sp._F0039,NC_022124.1,709310
prevotella_sp._F0039,NC_022111.1,1769706
escherichia_coli_MIN12,NZ_CP069657.1,4896272
escherichia_coli_MIN12,NZ_CP069658.1,162883
escherichia_coli_MIN12,NZ_CP069659.1,94826
escherichia_coli_MIN12,NZ_CP069660.1,60966
escherichia_coli_MIN12,NZ_CP069662.1,12531
escherichia_coli_MIN12,NZ_CP069663.1,5653
escherichia_coli_MIN12,NZ_CP069664.1,3587
escherichia_coli_MIN12,NZ_CP069665.1,1619
escherichia_coli_MIN12,NZ_CP069661.1,32626
escherichia_coli_127,NZ_CP023377.1,4697886
escherichia_coli_127,NZ_CP023379.1,39598
escherichia_coli_127,NZ_CP023380.1,42254
escherichia_coli_127,NZ_CP023381.1,90873
escherichia_coli_127,NZ_CP023382.1,94748
escherichia_coli_127,NZ_CP023378.1,122987
morganella_morganii_GDMM86,NZ_CP061513.1,4110162
escherichia_coli_E24377A,NC_009801.1,4979595
escherichia_coli_E24377A,NC_009791.1,4850
escherichia_coli_E24377A,NC_009789.1,5887
escherichia_coli_E24377A,NC_009787.1,33773
escherichia_coli_E24377A,NC_009788.1,69440
escherichia_coli_E24377A,NC_009790.1,73661
escherichia_coli_E24377A,NC_009786.1,76954
citrobacter_sp._RHBSTW-00107,NZ_CP056861.1,5086777
citrobacter_sp._RHBSTW-00107,NZ_CP056862.1,281030
citrobacter_sp._RHBSTW-00107,NZ_CP056863.1,2533
citrobacter_sp._RHBSTW-00107,NZ_CP056864.1,1661
escherichia_fergusonii_RHB25-C10,NZ_CP057481.1,4571992
escherichia_fergusonii_RHB25-C10,NZ_CP057482.1,1143
listeria_monocytogenes_PIR00546,NZ_CP025220.1,3031432
klebsiella_pneumoniae_IRQBAS102c,NZ_CP071150.1,5330065
escherichia_coli_2014C-3011,NZ_CP027591.1,5164646
escherichia_coli_2014C-3011,NZ_CP027589.1,75065
escherichia_coli_2014C-3011,NZ_CP027590.1,91376
escherichia_coli_2014C-3011,NZ_CP027592.1,17880
leclercia_adecarboxylata_R25,NZ_CP035382.1,4741336
leclercia_adecarboxylata_R25,NZ_CP035381.1,63947
leclercia_adecarboxylata_R25,NZ_CP035380.1,106672
staphylococcus_epidermidis_ATCC-12228,NZ_CP043845.1,2503067
staphylococcus_epidermidis_ATCC-12228,NZ_CP043846.1,20824
enterococcus_faecium_E8691,NZ_LR135435.1,2639540
enterococcus_faecium_E8691,NZ_LR135436.1,143282
enterococcus_faecium_E8691,NZ_LR135437.1,18846
enterococcus_faecium_E8691,NZ_LR135438.1,9323
enterococcus_faecium_E8691,NZ_LR135439.1,6299
enterococcus_faecium_E8691,NZ_LR135440.1,4065
enterococcus_faecium_E8691,NZ_LR135441.1,2880
enterococcus_faecium_E8691,NZ_LR135442.1,2044
staphylococcus_aureus_NCTC4137,NZ_LR134091.1,2749977
bacillus_paralicheniformis_CBMAI-1303,NZ_CP033389.1,4475396
salmonella_enterica_CVM-22536,NZ_CP051389.1,4744217
salmonella_enterica_CVM-22536,NZ_CP051390.1,10839
escherichia_coli_DH5alpha,NZ_CP026085.1,4832866
escherichia_coli_EM10-18-28,NZ_CP063476.1,4926050
escherichia_coli_EM10-18-28,NZ_CP063477.1,112726
escherichia_coli_EM10-18-28,NZ_CP063478.1,47289
mycobacterium_tuberculosis_Beijing-391,NZ_CP017596.1,4406289
escherichia_coli_K-12-substr.-MG1655,NZ_LR881938.1,4625122
corynebacterium_xerosis_FDAARGOS-674,NZ_CP046322.1,2815660
corynebacterium_xerosis_FDAARGOS-674,NZ_CP046323.1,1298
corynebacterium_xerosis_FDAARGOS-674,NZ_CP046324.1,635
corynebacterium_xerosis_FDAARGOS-674,NZ_CP046325.1,1315
corynebacterium_xerosis_FDAARGOS-674,NZ_CP046326.1,1119
enterococcus_hirae_FDAARGOS-1057,NZ_CP065992.1,2830514
escherichia_coli_F8797,NZ_CP038353.1,5478773
escherichia_coli_F8797,NZ_CP038354.1,90865
vibrio_cholerae_CTMA-1441,NZ_CP047059.1,2982797
vibrio_cholerae_CTMA-1441,NZ_CP047060.1,1059615
citrobacter_freundii_RHB12-C05,NZ_CP057868.1,4904161
escherichia_coli_NCTC11121,NZ_LR134220.1,4634920
bartonella_sp._Raccoon60,NZ_CP019786.1,1615661
escherichia_coli_LSU61,NZ_CP038336.1,5512129
escherichia_coli_LSU61,NZ_CP038338.1,118518
escherichia_coli_LSU61,NZ_CP038337.1,37466
faecalibacterium_prausnitzii_Fp40,NZ_CP065379.1,2949014
staphylococcus_aureus_SR153,NZ_CP048643.1,2847728
staphylococcus_aureus_SR153,NZ_CP048644.1,38910
staphylococcus_aureus_SR153,NZ_CP048645.1,26991
staphylococcus_aureus_SR153,NZ_CP048646.1,23426
klebsiella_variicola_01A065,NZ_CP084766.1,5467066
enterobacter_hormaechei_FDAARGOS-1078,NZ_CP068215.1,5078916
staphylococcus_aureus_MRSA107,NZ_CP018629.1,3095696
staphylococcus_epidermidis_NCTC13924,NZ_LR134536.1,2750594
mycobacterium_sp._THAF192,NZ_CP045325.1,5779964
mycobacterium_sp._THAF192,NZ_CP045326.1,124981
mycobacterium_sp._THAF192,NZ_CP045327.1,109954
escherichia_coli_2017C-4109,NZ_CP030767.1,5384519
escherichia_coli_2017C-4109,NZ_CP030766.1,59193
escherichia_coli_2017C-4109,NZ_CP030765.1,92703
staphylococcus_aureus_1971.C01,NZ_CP016858.1,2872604
staphylococcus_aureus_1971.C01,NZ_CP025486.1,2818
staphylococcus_aureus_1971.C01,NZ_CP016859.1,21096
staphylococcus_aureus_1971.C01,NZ_CP016857.1,37502
pseudomonas_aeruginosa_ZBX-P11,NZ_CP061780.1,6733422
morganella_morganii_621164,NZ_CP064829.1,3967666
